link_id,hardening_category,current_confidence,current_score,relationship_type,thirumurai_no,paadal_id,source_text,target_text,surface_overlap_estimate,shared_entity_types_before,synonym_score_before,recommended_algorithm_action,features_to_compute,proposed_confidence_policy,manual_review_needed_after_hardening,diagnostic_note
ppl_v4_base_ec13f06c6731221d,low_weak_similarity,low,0.2568,theological_explanation,1,thirumurai_01_paadal_1323,"தெரி வகை அரியவர், திருவடி தொழுது எழ",திருமால் பிரமர்களாகிய இருவரும் அடிமுடி காணமுயன்றபோது அவர்கட்கு அரியவராய்த் தோன்றி அவர்கள் தம்மைத் தொழுது எழுந்தபோது அழலுருவாய்க் காட்சி தந்த சிவபிரானாரது இடைமருதினை அடைய விரும்புவார்க்குப் புகழ் மிக உளதாகும்,0.0370,DEITY,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_e6132148717832d9,low_weak_similarity,low,0.2775,explains_phrase,1,thirumurai_01_paadal_1330,"பிடி அதன் உரு உமை கொள, மிகு கரி அது","மிகுதியாக வழங்கும் கொடையே தமக்கு அழகைத் தரும் என நினையும் வள்ளற் பெருமக்கள் வாழும் வலிவலத்தில் உறையும் இறைவன், உமையம்மை பெண் யானை வடிவு கொள்ள",0.0000,DEITY,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_1df52ec94d158753,low_weak_similarity,low,0.2203,theological_explanation,1,thirumurai_01_paadal_1342,அன்றினர் அரி என வருபவர்-அரிதினில்,தவம் செய்து அரிதாகப் பெற்ற ஒன்று பட்ட முப்புரங்களைத் தேவர்கள் வேண்டுகோட்படி ஒருநொடிப் பொழுதில் எரி உண்ணுமாறு சிறுமுறுவல் செய்து புகழ் பெற்றவனாகிய சிவபிரானது திருவீழிமிழலையைநினைய வல்லவர் பகைவர்கட்குச் சிங்க ஏறு போன்ற வன்மை உடையவராவர்,0.0000,DEITY,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_7cae09c840274b8e,medium_review_sample,medium,0.78,theological_explanation,1,thirumurai_01_paadal_1,"காடு உடைய சுடலைப் பொடி பூசி, என் உள்ளம் கவர் கள்வன்",சுடுகாட்டில் விளைந்த சாம்பற் பொடியை உடல் முழுதும் பூசி வந்து என் உள்ளத்தைக் கவர்ந்த கள்வன்,0.1667,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Focused QA rule matched: focused_qa_corrected_usable.
ppl_v4_base_2fc92b3ed7327407,medium_review_sample,medium,0.4117,explains_phrase,1,thirumurai_01_paadal_10,பிரமாபுரம் மேவிய பெம்மான்-இவன்,மதயானையை மருளுமாறு செய்து அதன் தோலை உரித்துப் போர்த்தது ஒரு மாயமான செயல் என்னுமாறு செய்து,0.0000,NATURE,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_de305372355ea9ee,medium_review_sample,medium,0.78,describes_entity,1,thirumurai_01_paadal_1000,அயனும் மாலும் ஆய் முயலும் முடியினீர்,நான்முகனும் திருமாலும் அடிமுடி காண முயலும் பேருருவம் கொண்டருளியவரே,0.0909,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Focused QA rule matched: focused_qa_corrected_usable.
ppl_v4_base_cf540b2ba03384a8,medium_review_sample,medium,0.2782,explains_phrase,1,thirumurai_01_paadal_1004,"அத்தன் முதுகுன்றை, பத்தி ஆகி, நீர்",நீர் திருமுதுகுன்றத்துத் தலைவனாய் விளங்கும் இறைவன்மீது பக்தி செலுத்தி நாள்தோறும் வழிபட்டு வருவீராயின் உமக்குச் செல்வம் பெருகும்,0.0588,NATURE,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_4411043b69acb011,medium_review_sample,medium,0.3342,describes_entity,1,thirumurai_01_paadal_1008,மொய் ஆர் முதுகுன்றில் ஐயா!” என வல்லார்,அன்பர்கள் நெருங்கித் திரண்டுள்ள திருமுதுகுன்றத்து இறைவனை,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_3d50b383771ddbc1,medium_review_sample,medium,0.5082,glosses_word,1,thirumurai_01_paadal_101,"மரவம், சிலை",சிலை,0.5000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_cd4206c837078313,medium_review_sample,medium,0.82,describes_entity,1,thirumurai_01_paadal_1012,தேரர் அமணரும் சேரும் வகை இல்லான்,புத்தர் சமணர் ஆகியோர்க்குத் தன்னை வந்தடையும் புண்ணியத்தை அளிக்காத சிவபெருமானுடைய,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",v4 gold seed matched using pozhppurai.
ppl_v4_base_8ee6253747d3b7ff,medium_review_sample,medium,0.4188,explains_phrase,1,thirumurai_01_paadal_1012,நேர் இல் முதுகுன்றை நீர் நின்று உள்குமே,புத்தர் சமணர் ஆகியோர்க்குத் தன்னை வந்தடையும் புண்ணியத்தை அளிக்காத சிவபெருமானுடைய திருமுதுகுன்றத்தை வாய்ப்பு நேரின் நீர் நின்று உள்குவீராக,0.1111,NATURE,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_81b099e17e0d5789,medium_review_sample,medium,0.82,describes_entity,1,thirumurai_01_paadal_1014,நீலமாமிடற்று ஆலவாயிலான்,நீலநிறம் பொருந்திய கண்டத்தினை உடைய திரு ஆலவாய் இறைவனை,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",v4 gold seed matched using pozhppurai.
ppl_v4_c8256fd477fb70ec,medium_review_sample,medium,0.82,describes_entity,1,thirumurai_01_paadal_1015,ஞாலம் ஏழும் ஆம் ஆலவாயிலார்,ஏழுலகங்களிலும் எழுந்தருளியிருக்கும் ஆலவாய் இறைவனது,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",v4 gold seed matched using pozhppurai.
ppl_v4_f83a2ba21f5c81eb,medium_review_sample,medium,0.82,describes_entity,1,thirumurai_01_paadal_1016,ஆலவாயிலார்,ஆலவாய் இறைவரை,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",v4 gold seed matched using pozhppurai.
ppl_v4_48855114d3d955b0,medium_review_sample,medium,0.82,describes_entity,1,thirumurai_01_paadal_1016,காலகாலனார்,காலனுக்குக் காலனாய் அவனை அழித்தருளிய பெருவீரரும்,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",v4 gold seed matched using pozhppurai.
ppl_v4_832a5efd2653a3c4,medium_review_sample,medium,0.82,describes_entity,1,thirumurai_01_paadal_1017,புகழ் எந்தை ஆலவாய்,ஆலவாய்க் கோயிலிலுள்ள எந்தையாகிய சிவபெருமானுடைய,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",v4 gold seed matched using pozhppurai.
ppl_v4_ccc4484d2600fd02,medium_review_sample,medium,0.82,describes_entity,1,thirumurai_01_paadal_1018,ஆடல் ஏற்றினான் கூடல் ஆலவாய்,வெற்றியோடு கூடிய ஆனேற்றினானது நான்மாடக்கூடல் என்னும் ஆலவாயின்,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",v4 gold seed matched using pozhppurai.
ppl_v4_base_7b732581ed22e67c,medium_review_sample,medium,0.4396,describes_entity,1,thirumurai_01_paadal_102,"அண்ணாமலை, பிறை சேர், கடல் நஞ்சைப்",பெருகிவரும் அருவி நீரை உடைய திருவண்ணாமலையில் பிறைமதி தோன்றிய பாற்கடலிடைத் தோன்றிய நஞ்சை உட்கொள்ளும் அளவிற்குத் துணிபுடையவரும்,0.0000,"ICONOGRAPHIC_FEATURE,SACRED_OBJECT",0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_fe21337298e0a2ea,medium_review_sample,medium,0.3993,explains_phrase,1,thirumurai_01_paadal_102,நோய் அடையாவே,மணம் கமழும் சடைமுடியை உடையவரும் ஆகிய சிவபிரானின் திருவடிகளை வாழ்த்தி உருகும் மனம் உடையவர்கட்கு மிக்க நோய்கள் எவையும் வாரா,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_47170a98a223ab51,medium_review_sample,medium,0.3231,explains_phrase,1,thirumurai_01_paadal_1023,"ஆரம் நாகம் ஆம் சீரன், ஆலவாய்த்",பாம்பாகிய ஆரத்தை அணிந்தவனாய்,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_3c0f454ce71ca9e2,medium_review_sample,medium,0.32,describes_entity,1,thirumurai_01_paadal_1023,தேர் அமண் செற்ற வீரன்,ஆலவாயில் பெரும் புகழாளனாய் விளங்கும் இறைவன்,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_0c3d93b437b6ee90,medium_review_sample,medium,0.3219,theological_explanation,1,thirumurai_01_paadal_1023,என்பரே,புத்தரையும் சமணரையும் அழித்த பெருவீரன் ஆவான் என்று அடியவர்கள் அவனைப் புகழ்ந்து போற்றுவார்கள்,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_3908aa59e4098378,medium_review_sample,medium,0.3981,interprets_image,1,thirumurai_01_paadal_1025,காடு பேணி நின்று ஆடும் மருதனே,சுடுகாட்டை விரும்பி அதன்கண் நின்று ஆடுகின்றவனாவான்,0.1111,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_063befa226a686d3,medium_review_sample,medium,0.3346,describes_entity,1,thirumurai_01_paadal_1027,எண்ணும் அடியார்கள் அண்ணல் மருதரை,மனத்தால் எண்ணி வழிபடும் அன்பர்கள் தலைமையாளராய் விளங்கும் மருதவாணரைப் பண்ணிசையோடு அவர்தம் புகழைப் போற்ற,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_bed9ce19b8092660,medium_review_sample,medium,0.335,theological_explanation,1,thirumurai_01_paadal_1027,"பண்ணின் மொழி சொல்ல, விண்ணும் தமது ஆமே",விண்ணுலகமும் அவர்கள் வசமாகும்,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_58bf44a81b7523ed,medium_review_sample,medium,0.337,interprets_image,1,thirumurai_01_paadal_1028,"தரியாது ஏத்துவார் பெரியார், உலகிலே",எரிபோன்ற சிவந்த மேனியருமாகிய மருதவாணரைத் தாமதியாது துதிப்பவர் உலகில் பெரியவர் எனப் போற்றப்படுவர்,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_490623bae056dda0,medium_review_sample,medium,0.3935,interprets_image,1,thirumurai_01_paadal_1029,பந்த விடை ஏறும் எந்தை மருதரைச்,கட்டுத்தறியில் கட்டத்தக்க விடையை ஊர்ந்து வரும் எந்தையாராகிய மருதவாணரை மனத்தால் தியானிப்பவர்கள் அறிவால் மேம்பட்டவராவர்,0.0000,"NATURE,SACRED_OBJECT",0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
ppl_v4_base_c150645529a527b2,medium_review_sample,medium,0.38,glosses_word,1,thirumurai_01_paadal_103,"கரி காலன, குடர்",கரிந்த கால்களை உடையனவும்,0.0000,,0.0,attempt_confidence_upgrade_against_gold_patterns,"gold_pattern_similarity,relation_cue_score,target_granularity_score",upgrade_to_high_if_gold_pattern_matches_else_medium,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",Medium-confidence link; likely useful but should be sampled before scholarly use.
